GeneID,Chromosome,Start,End,Strand,Length,Class,Assembly,Old_GeneID,Description,Name
SAUSA300_RS04920,NC_007793.1,1004270,1005028,+,759,protein_coding,GCF_000013465.1,SAUSA300_0915,esterase family protein,NA
SAUSA300_RS04925,NC_007793.1,1005222,1005731,+,510,protein_coding,GCF_000013465.1,SAUSA300_0916,hypothetical protein,NA
SAUSA300_RS04930,NC_007793.1,1005844,1007052,-,1209,protein_coding,GCF_000013465.1,SAUSA300_0917,MFS transporter,NA
SAUSA300_RS04935,NC_007793.1,1007012,1008187,-,1176,protein_coding,GCF_000013465.1,SAUSA300_0918,diglucosyl diacylglycerol synthase,NA
SAUSA300_RS04940,NC_007793.1,1008620,1010101,+,1482,protein_coding,GCF_000013465.1,SAUSA300_0919,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase,NA
SAUSA300_RS04945,NC_007793.1,1010085,1010345,+,261,protein_coding,GCF_000013465.1,SAUSA300_0920,hypothetical protein,NA
SAUSA300_RS04950,NC_007793.1,1010345,1011907,+,1563,protein_coding,GCF_000013465.1,SAUSA300_0921,peptide chain release factor 3,NA
SAUSA300_RS04955,NC_007793.1,1012209,1013012,+,804,protein_coding,GCF_000013465.1,SAUSA300_0922,TerC family protein,NA
SAUSA300_RS04960,NC_007793.1,1013231,1015555,+,2325,protein_coding,GCF_000013465.1,SAUSA300_0923,serine protease,NA
SAUSA300_RS04965,NC_007793.1,1015572,1016930,+,1359,protein_coding,GCF_000013465.1,SAUSA300_0924,TrkH family potassium uptake protein,NA
SAUSA300_RS04970,NC_007793.1,1017069,1018580,+,1512,protein_coding,GCF_000013465.1,SAUSA300_0925,bifunctional metallophosphatase/5'-nucleotidase,NA
SAUSA300_RS04975,NC_007793.1,1018760,1018848,-,89,tRNA,GCF_000013465.1,SAUSA300_0926,NA,NA
SAUSA300_RS04980,NC_007793.1,1018851,1018925,-,75,tRNA,GCF_000013465.1,SAUSA300_0927,NA,NA
SAUSA300_RS04985,NC_007793.1,1019067,1019636,-,570,protein_coding,GCF_000013465.1,SAUSA300_0928,competence protein ComK,NA
SAUSA300_RS04990,NC_007793.1,1019846,1020064,+,219,protein_coding,GCF_000013465.1,SAUSA300_0929,IDEAL domain-containing protein,NA
SAUSA300_RS04995,NC_007793.1,1020145,1021131,-,987,protein_coding,GCF_000013465.1,SAUSA300_0930,lipoate--protein ligase,NA
SAUSA300_RS05000,NC_007793.1,1021330,1021506,+,177,protein_coding,GCF_000013465.1,SAUSA300_0931,YkvS family protein,NA
SAUSA300_RS05005,NC_007793.1,1021521,1022123,+,603,protein_coding,GCF_000013465.1,SAUSA300_0932,CPBP family intramembrane metalloprotease,NA
SAUSA300_RS05010,NC_007793.1,1022356,1022501,+,146,pseudogene,GCF_000013465.1,SAUSA300_0933,putative holin-like toxin,NA
SAUSA300_RS05015,NC_007793.1,1023040,1023141,+,102,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS15255,NC_007793.1,1023151,1023423,+,273,protein_coding,GCF_000013465.1,NA,lactococcin 972 family bacteriocin,NA
SAUSA300_RS05020,NC_007793.1,1023467,1025431,+,1965,protein_coding,GCF_000013465.1,SAUSA300_0934,bacteriocin-associated integral membrane family protein,NA
SAUSA300_RS05025,NC_007793.1,1025434,1025754,+,321,protein_coding,GCF_000013465.1,SAUSA300_0935,YxeA family protein,NA
SAUSA300_RS05030,NC_007793.1,1025751,1026392,+,642,protein_coding,GCF_000013465.1,SAUSA300_0936,ABC transporter ATP-binding protein,NA
SAUSA300_RS15260,NC_007793.1,1026480,1026770,-,291,protein_coding,GCF_000013465.1,SAUSA300_0937,hypothetical protein,NA
SAUSA300_RS05040,NC_007793.1,1027049,1027336,+,288,protein_coding,GCF_000013465.1,SAUSA300_0938,hypothetical protein,NA
SAUSA300_RS05045,NC_007793.1,1027342,1028823,+,1482,protein_coding,GCF_000013465.1,SAUSA300_0939,glycosyltransferase,NA
SAUSA300_RS05050,NC_007793.1,1028912,1029268,-,357,protein_coding,GCF_000013465.1,SAUSA300_0940,DoxX family protein,NA
SAUSA300_RS05055,NC_007793.1,1029745,1030704,+,960,protein_coding,GCF_000013465.1,SAUSA300_0941,ABC transporter substrate-binding protein,NA
SAUSA300_RS05060,NC_007793.1,1030750,1030881,-,132,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05065,NC_007793.1,1030945,1031235,-,291,protein_coding,GCF_000013465.1,NA,TM2 domain-containing protein,NA
SAUSA300_RS05070,NC_007793.1,1031325,1031876,+,552,protein_coding,GCF_000013465.1,SAUSA300_0943,GNAT family N-acetyltransferase,NA
SAUSA300_RS05075,NC_007793.1,1031928,1032866,-,939,protein_coding,GCF_000013465.1,SAUSA300_0944,"1,4-dihydroxy-2-naphthoate polyprenyltransferase",NA
SAUSA300_RS15265,NC_007793.1,1033017,1033121,+,105,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05080,NC_007793.1,1033198,1034409,+,1212,protein_coding,GCF_000013465.1,SAUSA300_0945,isochorismate synthase,NA
SAUSA300_RS05085,NC_007793.1,1034396,1036069,+,1674,protein_coding,GCF_000013465.1,SAUSA300_0946,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,menD
SAUSA300_RS05090,NC_007793.1,1036056,1036859,+,804,protein_coding,GCF_000013465.1,SAUSA300_0947,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",menH
SAUSA300_RS05095,NC_007793.1,1036852,1037673,+,822,protein_coding,GCF_000013465.1,SAUSA300_0948,"1,4-dihydroxy-2-naphthoyl-CoA synthase",menB
SAUSA300_RS05100,NC_007793.1,1037912,1038241,-,330,protein_coding,GCF_000013465.1,SAUSA300_0949,staphostatin B,NA
SAUSA300_RS05105,NC_007793.1,1038279,1039460,-,1182,protein_coding,GCF_000013465.1,SAUSA300_0950,cysteine protease staphopain B,sspB
SAUSA300_RS05110,NC_007793.1,1039542,1040552,-,1011,protein_coding,GCF_000013465.1,SAUSA300_0951,Glu-specific serine endopeptidase SspA,NA
SAUSA300_RS05115,NC_007793.1,1041080,1042234,-,1155,protein_coding,GCF_000013465.1,SAUSA300_0952,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,NA
SAUSA300_RS05120,NC_007793.1,1042430,1043440,-,1011,protein_coding,GCF_000013465.1,SAUSA300_0953,acyltransferase family protein,NA
SAUSA300_RS05125,NC_007793.1,1043593,1044012,+,420,protein_coding,GCF_000013465.1,SAUSA300_0954,MarR family transcriptional regulator,NA
SAUSA300_RS05130,NC_007793.1,1044039,1044149,+,111,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05135,NC_007793.1,1044219,1047989,-,3771,protein_coding,GCF_000013465.1,SAUSA300_0955,bifunctional autolysin,NA
SAUSA300_RS05140,NC_007793.1,1048217,1048651,-,435,protein_coding,GCF_000013465.1,SAUSA300_0956,GNAT family N-acetyltransferase,NA
SAUSA300_RS05145,NC_007793.1,1048806,1049276,-,471,protein_coding,GCF_000013465.1,SAUSA300_0957,DUF2538 family protein,NA
SAUSA300_RS05150,NC_007793.1,1049324,1050541,-,1218,protein_coding,GCF_000013465.1,SAUSA300_0958,polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase,NA
SAUSA300_RS05155,NC_007793.1,1050992,1052185,+,1194,protein_coding,GCF_000013465.1,SAUSA300_0959,teichoic acid D-Ala esterase FmtA,fmtA
SAUSA300_RS05160,NC_007793.1,1052722,1053012,-,291,protein_coding,GCF_000013465.1,SAUSA300_0960,cytochrome aa3 quinol oxidase subunit IV,qoxD
SAUSA300_RS05165,NC_007793.1,1053009,1053614,-,606,protein_coding,GCF_000013465.1,SAUSA300_0961,cytochrome aa3 quinol oxidase subunit III,qoxC
SAUSA300_RS05170,NC_007793.1,1053604,1055592,-,1989,protein_coding,GCF_000013465.1,SAUSA300_0962,cytochrome aa3 quinol oxidase subunit I,qoxB
SAUSA300_RS05175,NC_007793.1,1055592,1056692,-,1101,protein_coding,GCF_000013465.1,SAUSA300_0963,cytochrome aa3 quinol oxidase subunit II,qoxA
SAUSA300_RS05180,NC_007793.1,1056994,1057116,+,123,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05185,NC_007793.1,1057264,1057581,-,318,protein_coding,GCF_000013465.1,SAUSA300_0964,DUF5011 domain-containing protein,NA
SAUSA300_RS05190,NC_007793.1,1058386,1059246,-,861,protein_coding,GCF_000013465.1,SAUSA300_0965,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,folD
SAUSA300_RS05195,NC_007793.1,1059447,1059929,+,483,protein_coding,GCF_000013465.1,SAUSA300_0966,5-(carboxyamino)imidazole ribonucleotide mutase,purE
SAUSA300_RS05200,NC_007793.1,1059916,1061040,+,1125,protein_coding,GCF_000013465.1,SAUSA300_0967,5-(carboxyamino)imidazole ribonucleotide synthase,purK
SAUSA300_RS05205,NC_007793.1,1061044,1061748,+,705,protein_coding,GCF_000013465.1,SAUSA300_0968,phosphoribosylaminoimidazolesuccinocarboxamide synthase,NA
SAUSA300_RS05210,NC_007793.1,1061748,1062011,+,264,protein_coding,GCF_000013465.1,SAUSA300_0969,phosphoribosylformylglycinamidine synthase subunit PurS,purS
SAUSA300_RS05215,NC_007793.1,1062013,1062684,+,672,protein_coding,GCF_000013465.1,SAUSA300_0970,phosphoribosylformylglycinamidine synthase subunit PurQ,NA
SAUSA300_RS05220,NC_007793.1,1062677,1064866,+,2190,protein_coding,GCF_000013465.1,SAUSA300_0971,phosphoribosylformylglycinamidine synthase subunit PurL,purL
SAUSA300_RS05225,NC_007793.1,1064845,1066329,+,1485,protein_coding,GCF_000013465.1,SAUSA300_0972,amidophosphoribosyltransferase,NA
SAUSA300_RS05230,NC_007793.1,1066322,1067350,+,1029,protein_coding,GCF_000013465.1,SAUSA300_0973,phosphoribosylformylglycinamidine cyclo-ligase,NA
SAUSA300_RS05235,NC_007793.1,1067353,1067919,+,567,protein_coding,GCF_000013465.1,SAUSA300_0974,phosphoribosylglycinamide formyltransferase,purN
SAUSA300_RS05240,NC_007793.1,1067934,1069412,+,1479,protein_coding,GCF_000013465.1,SAUSA300_0975,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,purH
SAUSA300_RS05245,NC_007793.1,1069434,1070681,+,1248,protein_coding,GCF_000013465.1,SAUSA300_0976,phosphoribosylamine--glycine ligase,NA
SAUSA300_RS05250,NC_007793.1,1070946,1071752,-,807,protein_coding,GCF_000013465.1,SAUSA300_0977,energy-coupling factor transporter transmembrane protein EcfT,NA
SAUSA300_RS05255,NC_007793.1,1071745,1073145,-,1401,protein_coding,GCF_000013465.1,SAUSA300_0978,ABC transporter ATP-binding protein,NA
SAUSA300_RS05260,NC_007793.1,1073160,1073735,-,576,protein_coding,GCF_000013465.1,SAUSA300_0979,ECF transporter S component,NA
SAUSA300_RS05265,NC_007793.1,1074099,1074218,+,120,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05270,NC_007793.1,1074319,1074453,-,135,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05275,NC_007793.1,1074605,1075900,+,1296,protein_coding,GCF_000013465.1,SAUSA300_0980,hypothetical protein,NA
SAUSA300_RS15275,NC_007793.1,1075921,1076124,-,204,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05280,NC_007793.1,1076325,1077497,+,1173,protein_coding,GCF_000013465.1,SAUSA300_0981,class I SAM-dependent rRNA methyltransferase,NA
SAUSA300_RS05285,NC_007793.1,1077551,1078093,+,543,protein_coding,GCF_000013465.1,SAUSA300_0982,hypothetical protein,NA
SAUSA300_RS05290,NC_007793.1,1078247,1078513,+,267,protein_coding,GCF_000013465.1,SAUSA300_0983,phosphocarrier protein HPr,NA
SAUSA300_RS05295,NC_007793.1,1078516,1080234,+,1719,protein_coding,GCF_000013465.1,SAUSA300_0984,phosphoenolpyruvate--protein phosphotransferase,ptsP
SAUSA300_RS05300,NC_007793.1,1080471,1080704,-,234,protein_coding,GCF_000013465.1,SAUSA300_0985,glutaredoxin family protein,NA
SAUSA300_RS05305,NC_007793.1,1080902,1082263,+,1362,protein_coding,GCF_000013465.1,SAUSA300_0986,cytochrome ubiquinol oxidase subunit I,NA
SAUSA300_RS05310,NC_007793.1,1082260,1083279,+,1020,protein_coding,GCF_000013465.1,SAUSA300_0987,cytochrome d ubiquinol oxidase subunit II,NA
SAUSA300_RS05315,NC_007793.1,1083412,1084074,+,663,protein_coding,GCF_000013465.1,SAUSA300_0988,TrkA family potassium uptake protein,NA
SAUSA300_RS05325,NC_007793.1,1084423,1086120,-,1698,protein_coding,GCF_000013465.1,SAUSA300_0989,ribonuclease J,NA
SAUSA300_RS05330,NC_007793.1,1086120,1086338,-,219,protein_coding,GCF_000013465.1,SAUSA300_0990,DNA-dependent RNA polymerase auxiliary subunit epsilon family protein,NA
SAUSA300_RS05335,NC_007793.1,1086367,1086489,-,123,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05340,NC_007793.1,1086819,1087370,-,552,protein_coding,GCF_000013465.1,SAUSA300_0991,peptide deformylase,NA
SAUSA300_RS05345,NC_007793.1,1087735,1088361,+,627,protein_coding,GCF_000013465.1,SAUSA300_0992,cell-wall-binding lipoprotein,NA
SAUSA300_RS05350,NC_007793.1,1088532,1089644,+,1113,protein_coding,GCF_000013465.1,SAUSA300_0993,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha,pdhA
SAUSA300_RS05355,NC_007793.1,1089648,1090625,+,978,protein_coding,GCF_000013465.1,SAUSA300_0994,alpha-ketoacid dehydrogenase subunit beta,NA
SAUSA300_RS05360,NC_007793.1,1090716,1092008,+,1293,protein_coding,GCF_000013465.1,SAUSA300_0995,2-oxo acid dehydrogenase subunit E2,NA
SAUSA300_RS05365,NC_007793.1,1092012,1093418,+,1407,protein_coding,GCF_000013465.1,SAUSA300_0996,dihydrolipoyl dehydrogenase,lpdA
SAUSA300_RS05370,NC_007793.1,1093586,1093861,+,276,protein_coding,GCF_000013465.1,SAUSA300_0997,UPF0223 family protein,NA
SAUSA300_RS05375,NC_007793.1,1094005,1094544,+,540,protein_coding,GCF_000013465.1,SAUSA300_0998,helix-turn-helix transcriptional regulator,NA
SAUSA300_RS05380,NC_007793.1,1094557,1095651,+,1095,protein_coding,GCF_000013465.1,SAUSA300_0999,ABC transporter ATP-binding protein,NA
SAUSA300_RS05385,NC_007793.1,1095644,1096441,+,798,protein_coding,GCF_000013465.1,SAUSA300_1000,ABC transporter permease,NA
SAUSA300_RS05390,NC_007793.1,1096447,1097256,+,810,protein_coding,GCF_000013465.1,SAUSA300_1001,ABC transporter permease,NA
SAUSA300_RS05395,NC_007793.1,1097256,1098329,+,1074,protein_coding,GCF_000013465.1,SAUSA300_1002,spermidine/putrescine ABC transporter substrate-binding protein,NA
SAUSA300_RS05400,NC_007793.1,1098403,1099422,+,1020,protein_coding,GCF_000013465.1,SAUSA300_1003,DUF4064 domain-containing protein,NA
SAUSA300_RS05405,NC_007793.1,1099705,1100124,+,420,protein_coding,GCF_000013465.1,SAUSA300_1004,DUF4064 domain-containing protein,NA
SAUSA300_RS05410,NC_007793.1,1100206,1101558,-,1353,protein_coding,GCF_000013465.1,SAUSA300_1005,divalent metal cation transporter,NA
SAUSA300_RS05415,NC_007793.1,1101742,1102356,-,615,protein_coding,GCF_000013465.1,SAUSA300_1006,DUF1054 family protein,NA
SAUSA300_RS05420,NC_007793.1,1102513,1103340,+,828,protein_coding,GCF_000013465.1,SAUSA300_1007,inositol monophosphatase,NA
SAUSA300_RS05425,NC_007793.1,1103494,1103685,-,192,protein_coding,GCF_000013465.1,SAUSA300_1008,YlaF family protein,NA
SAUSA300_RS05430,NC_007793.1,1103787,1105634,+,1848,protein_coding,GCF_000013465.1,SAUSA300_1009,translational GTPase TypA,typA
SAUSA300_RS05435,NC_007793.1,1105774,1105941,-,168,protein_coding,GCF_000013465.1,SAUSA300_1010,YlaI family protein,NA
SAUSA300_RS05440,NC_007793.1,1105943,1106425,-,483,protein_coding,GCF_000013465.1,SAUSA300_1011,hypothetical protein,NA
SAUSA300_RS05445,NC_007793.1,1106566,1106841,+,276,protein_coding,GCF_000013465.1,SAUSA300_1012,YlaN family protein,NA
SAUSA300_RS05450,NC_007793.1,1107155,1108381,+,1227,protein_coding,GCF_000013465.1,SAUSA300_1013,FtsW/RodA/SpoVE family cell cycle protein,NA
SAUSA300_RS05455,NC_007793.1,1108935,1112387,+,3453,protein_coding,GCF_000013465.1,SAUSA300_1014,pyruvate carboxylase,NA
SAUSA300_RS05460,NC_007793.1,1112527,1113438,-,912,protein_coding,GCF_000013465.1,SAUSA300_1015,heme A synthase,NA
SAUSA300_RS05465,NC_007793.1,1113878,1114789,+,912,protein_coding,GCF_000013465.1,SAUSA300_1016,protoheme IX farnesyltransferase,NA
SAUSA300_RS05470,NC_007793.1,1114814,1115275,+,462,protein_coding,GCF_000013465.1,SAUSA300_1017,DUF420 domain-containing protein,NA
SAUSA300_RS05480,NC_007793.1,1115602,1116639,+,1038,protein_coding,GCF_000013465.1,SAUSA300_1018,CAP domain-containing protein,NA
SAUSA300_RS05485,NC_007793.1,1116655,1117089,+,435,protein_coding,GCF_000013465.1,SAUSA300_1019,YlbF family regulator,NA
SAUSA300_RS05490,NC_007793.1,1117152,1118078,-,927,protein_coding,GCF_000013465.1,SAUSA300_1020,glycerophosphodiester phosphodiesterase,NA
SAUSA300_RS05495,NC_007793.1,1118317,1118571,+,255,protein_coding,GCF_000013465.1,SAUSA300_1021,YlbG family protein,NA
SAUSA300_RS05500,NC_007793.1,1118574,1118963,-,390,protein_coding,GCF_000013465.1,SAUSA300_1022,hypothetical protein,NA
SAUSA300_RS05505,NC_007793.1,1119033,1119575,+,543,protein_coding,GCF_000013465.1,SAUSA300_1023,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,rsmD
SAUSA300_RS05510,NC_007793.1,1119577,1120059,+,483,protein_coding,GCF_000013465.1,SAUSA300_1024,pantetheine-phosphate adenylyltransferase,coaD
SAUSA300_RS05515,NC_007793.1,1120121,1121260,-,1140,protein_coding,GCF_000013465.1,SAUSA300_1025,nucleotidyltransferase,NA
SAUSA300_RS05520,NC_007793.1,1121387,1121944,+,558,protein_coding,GCF_000013465.1,SAUSA300_1026,DUF177 domain-containing protein,NA
SAUSA300_RS05525,NC_007793.1,1121856,1122080,-,225,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05530,NC_007793.1,1122024,1122197,+,174,protein_coding,GCF_000013465.1,SAUSA300_1027,50S ribosomal protein L32,NA
SAUSA300_RS05535,NC_007793.1,1122351,1124288,-,1938,protein_coding,GCF_000013465.1,SAUSA300_1028,heme uptake protein IsdB,isdB
SAUSA300_RS05540,NC_007793.1,1124491,1125543,-,1053,protein_coding,GCF_000013465.1,SAUSA300_1029,LPXTG-anchored heme-scavenging protein IsdA,isdA
SAUSA300_RS05545,NC_007793.1,1125752,1126435,+,684,protein_coding,GCF_000013465.1,SAUSA300_1030,heme uptake protein IsdC,isdC
SAUSA300_RS05550,NC_007793.1,1126435,1127511,+,1077,protein_coding,GCF_000013465.1,SAUSA300_1031,hypothetical protein,NA
SAUSA300_RS05555,NC_007793.1,1127508,1128386,+,879,protein_coding,GCF_000013465.1,SAUSA300_1032,heme ABC transporter substrate-binding protein IsdE,isdE
SAUSA300_RS05560,NC_007793.1,1128396,1129364,+,969,protein_coding,GCF_000013465.1,SAUSA300_1033,iron ABC transporter permease,NA
SAUSA300_RS05565,NC_007793.1,1129426,1130160,+,735,protein_coding,GCF_000013465.1,SAUSA300_1034,class B sortase,srtB
SAUSA300_RS05570,NC_007793.1,1130179,1130502,+,324,protein_coding,GCF_000013465.1,SAUSA300_1035,staphylobilin-forming heme oxygenase IsdG,isdG
SAUSA300_RS05575,NC_007793.1,1130539,1130646,+,108,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05580,NC_007793.1,1130886,1131626,+,741,protein_coding,GCF_000013465.1,SAUSA300_1036,RNA methyltransferase,NA
SAUSA300_RS05585,NC_007793.1,1132007,1133065,+,1059,protein_coding,GCF_000013465.1,SAUSA300_1037,phenylalanine--tRNA ligase subunit alpha,pheS
SAUSA300_RS05590,NC_007793.1,1133065,1135467,+,2403,protein_coding,GCF_000013465.1,SAUSA300_1038,phenylalanine--tRNA ligase subunit beta,NA
SAUSA300_RS05595,NC_007793.1,1135638,1136576,-,939,protein_coding,GCF_000013465.1,SAUSA300_1039,ribonuclease HIII,NA
SAUSA300_RS05600,NC_007793.1,1136946,1137212,+,267,protein_coding,GCF_000013465.1,SAUSA300_1040,cell division protein ZapA,zapA
SAUSA300_RS05605,NC_007793.1,1137213,1137734,+,522,protein_coding,GCF_000013465.1,SAUSA300_1041,CvpA family protein,NA
SAUSA300_RS05610,NC_007793.1,1137807,1139519,+,1713,protein_coding,GCF_000013465.1,SAUSA300_1042,DNA polymerase/3'-5' exonuclease PolX,polX
SAUSA300_RS05615,NC_007793.1,1139529,1141877,+,2349,protein_coding,GCF_000013465.1,SAUSA300_1043,endonuclease MutS2,NA
SAUSA300_RS05620,NC_007793.1,1142050,1142364,+,315,protein_coding,GCF_000013465.1,SAUSA300_1044,thioredoxin,trxA
SAUSA300_RS05625,NC_007793.1,1142427,1142522,-,96,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05630,NC_007793.1,1142688,1144469,+,1782,protein_coding,GCF_000013465.1,SAUSA300_1045,excinuclease ABC subunit UvrC,uvrC
SAUSA300_RS05635,NC_007793.1,1144793,1145407,+,615,protein_coding,GCF_000013465.1,SAUSA300_1046,succinate dehydrogenase cytochrome B558,NA
SAUSA300_RS05640,NC_007793.1,1145459,1147225,+,1767,protein_coding,GCF_000013465.1,SAUSA300_1047,succinate dehydrogenase flavoprotein subunit,sdhA
SAUSA300_RS05645,NC_007793.1,1147225,1148040,+,816,protein_coding,GCF_000013465.1,SAUSA300_1048,succinate dehydrogenase iron-sulfur subunit,sdhB
SAUSA300_RS05650,NC_007793.1,1148276,1149076,+,801,protein_coding,GCF_000013465.1,SAUSA300_1049,glutamate racemase,racE
SAUSA300_RS05655,NC_007793.1,1149088,1149675,+,588,protein_coding,GCF_000013465.1,SAUSA300_1050,XTP/dITP diphosphatase,NA
SAUSA300_RS05660,NC_007793.1,1149668,1150171,+,504,protein_coding,GCF_000013465.1,SAUSA300_1051,metallophosphoesterase,NA
SAUSA300_RS05665,NC_007793.1,1150299,1150466,+,168,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05670,NC_007793.1,1150660,1150989,+,330,protein_coding,GCF_000013465.1,SAUSA300_1052,complement convertase inhibitor Ecb,NA
SAUSA300_RS05675,NC_007793.1,1151306,1151398,-,93,protein_coding,GCF_000013465.1,NA,hypothetical protein,NA
SAUSA300_RS05680,NC_007793.1,1151358,1151759,-,402,protein_coding,GCF_000013465.1,SAUSA300_1053,formyl peptide receptor-like 1 inhibitory protein,NA
SAUSA300_RS05685,NC_007793.1,1152431,1152937,+,507,protein_coding,GCF_000013465.1,SAUSA300_1054,hypothetical protein,NA
SAUSA300_RS05690,NC_007793.1,1153196,1153693,+,498,protein_coding,GCF_000013465.1,SAUSA300_1055,fibrinogen-binding protein,NA
SAUSA300_RS05695,NC_007793.1,1153847,1154197,+,351,protein_coding,GCF_000013465.1,SAUSA300_1056,complement inhibitor SCIN-B,NA
